8	1	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
28	2	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
48	3	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
68	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
88	5	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
108	6	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
128	7	-1280	-1024	0.428	0.573	-1.000	-1.000	4	-1280	-1024	0.428	0.573	-1.000	-1.000	4
148	8	-1280	-1024	0.631	0.589	-1.000	-1.000	4	-1280	-1024	0.428	0.573	-1.000	-1.000	4
168	9	702	347	0.632	0.589	836.744	3.424	0	700	406	0.428	0.573	834.768	3.802	0
188	10	-1280	-1024	0.428	0.573	-1.000	-1.000	4	858	1145	0.428	0.573	834.768	11.112	0
207	11	-1280	-1024	0.430	0.573	-1.000	-1.000	4	895	1091	0.430	0.573	834.768	11.311	0
227	12	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
247	13	-1280	-1024	0.430	0.573	-1.000	-1.000	4	879	1076	0.430	0.573	834.768	11.308	0
267	14	-1280	-1024	0.633	0.590	-1.000	-1.000	4	871	1068	0.429	0.573	837.022	11.337	0
287	15	-1280	-1024	0.430	0.573	-1.000	-1.000	4	908	1105	0.430	0.573	837.022	11.261	0
307	16	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
327	17	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
347	18	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
367	19	-1280	-1024	0.637	0.592	-1.000	-1.000	4	-1280	-1024	0.433	0.576	-1.000	-1.000	4
387	20	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
407	21	453	592	0.638	0.593	829.880	3.430	0	400	564	0.434	0.576	828.613	3.467	0
427	22	471	626	0.638	0.593	829.880	3.414	0	396	667	0.434	0.576	828.613	3.829	0
447	23	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
467	24	-1280	-1024	0.638	0.593	-1.000	-1.000	4	-1280	-1024	0.435	0.576	-1.000	-1.000	4
487	25	471	677	0.638	0.593	828.973	3.546	0	412	658	0.435	0.576	831.216	3.437	0
507	26	484	622	0.638	0.593	828.973	3.308	0	452	641	0.434	0.576	831.216	3.397	0
526	27	449	527	0.638	0.593	828.973	3.111	0	419	627	0.434	0.576	831.216	3.346	0
546	28	469	545	0.638	0.593	828.973	3.193	0	422	642	0.435	0.576	831.216	3.364	0
566	29	452	562	0.639	0.593	829.641	3.092	0	425	637	0.435	0.576	832.501	3.342	0
586	30	464	643	0.639	0.593	829.641	3.363	0	418	714	0.436	0.576	832.501	3.457	0
606	31	327	622	0.638	0.593	829.641	3.138	0	311	681	0.436	0.576	832.501	3.277	0
626	32	262	774	0.639	0.593	829.641	3.551	0	438	885	0.436	0.576	832.501	4.042	0
646	33	308	617	0.639	0.593	829.641	3.132	0	264	641	0.436	0.576	832.501	3.005	0
666	34	279	660	0.640	0.593	835.645	3.291	0	290	698	0.437	0.576	830.184	3.160	0
686	35	309	588	0.640	0.593	835.645	3.205	0	293	590	0.437	0.576	830.184	3.205	0
706	36	283	631	0.639	0.593	835.645	3.058	0	350	719	0.436	0.576	830.184	3.381	0
726	37	360	707	0.639	0.593	835.645	3.056	0	375	744	0.436	0.576	830.184	3.292	0
746	38	327	625	0.639	0.594	835.645	3.197	0	357	708	0.437	0.576	830.184	3.350	0
766	39	368	649	0.641	0.594	834.607	3.119	0	368	713	0.437	0.577	829.725	3.308	0
786	40	-1280	-1024	0.438	0.577	-1.000	-1.000	4	321	735	0.438	0.577	829.725	3.241	0
806	41	371	517	0.640	0.594	834.607	2.653	0	333	622	0.437	0.577	829.725	3.047	0
826	42	215	489	0.640	0.594	834.607	3.187	0	326	668	0.437	0.577	829.725	3.200	0
845	43	320	505	0.640	0.593	834.607	3.015	0	368	647	0.437	0.576	829.725	3.255	0
865	44	255	504	0.641	0.592	825.699	2.813	0	377	668	0.438	0.574	831.832	3.205	0
885	45	386	304	0.641	0.591	825.699	3.016	0	325	279	0.438	0.574	831.832	3.133	0
905	46	404	234	0.640	0.591	825.699	2.817	0	404	179	0.437	0.574	831.832	3.325	0
925	47	390	246	0.640	0.591	825.699	2.921	0	383	159	0.437	0.574	831.832	3.236	0
945	48	407	197	0.640	0.591	825.699	2.757	0	324	307	0.437	0.574	831.832	3.108	0
965	49	403	183	0.641	0.591	828.183	2.779	0	294	264	0.438	0.574	825.813	3.156	0
985	50	411	277	0.641	0.591	828.183	2.762	0	300	351	0.438	0.573	825.813	3.045	0
1005	51	379	305	0.640	0.591	828.183	3.023	0	357	261	0.437	0.574	825.813	3.251	0
1025	52	413	281	0.640	0.591	828.183	2.906	0	332	386	0.437	0.574	825.813	3.172	0
1045	53	337	261	0.640	0.591	828.183	3.069	0	304	230	0.437	0.574	825.813	3.009	0
1065	54	335	273	0.641	0.591	825.464	3.036	0	278	255	0.438	0.574	828.642	3.100	0
1085	55	423	317	0.641	0.591	825.464	3.098	0	335	271	0.438	0.574	828.642	3.132	0
1105	56	383	235	0.641	0.591	825.464	2.988	0	358	214	0.437	0.573	828.642	3.106	0
1125	57	337	221	0.641	0.591	825.464	2.911	0	234	233	0.438	0.573	828.642	2.903	0
1145	58	342	148	0.640	0.591	825.464	3.002	0	268	175	0.437	0.573	828.642	3.013	0
1164	59	347	119	0.641	0.591	823.838	2.975	0	301	185	0.438	0.573	823.792	2.922	0
1184	60	379	137	0.641	0.591	823.838	2.955	0	250	206	0.438	0.573	823.792	2.959	0
1204	61	410	131	0.641	0.591	823.838	2.777	0	264	182	0.437	0.573	823.792	3.036	0
1224	62	338	183	0.640	0.591	823.838	2.676	0	240	195	0.437	0.573	823.792	3.024	0
1244	63	344	122	0.640	0.591	823.838	2.982	0	213	202	0.437	0.573	823.792	3.003	0
1264	64	351	135	0.641	0.591	824.542	2.872	0	190	199	0.438	0.573	820.767	3.031	0
1284	65	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1304	66	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1324	67	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1344	68	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1364	69	-1280	-1024	0.641	0.591	-1.000	-1.000	4	-1280	-1024	0.438	0.574	-1.000	-1.000	4
1384	70	283	192	0.641	0.592	824.903	2.988	0	248	274	0.439	0.574	819.109	2.879	0
1404	71	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1424	72	314	55	0.641	0.592	824.903	2.994	0	300	236	0.438	0.574	819.109	3.169	0
1444	73	326	190	0.641	0.591	824.903	2.909	0	241	243	0.439	0.573	819.109	2.834	0
1463	74	308	146	0.641	0.591	824.092	2.900	0	222	221	0.439	0.573	821.183	2.933	0
1483	75	335	218	0.641	0.591	824.092	2.761	0	272	242	0.439	0.573	821.183	2.939	0
1503	76	308	203	0.641	0.591	824.092	2.858	0	226	209	0.439	0.573	821.183	2.934	0
1523	77	313	243	0.641	0.591	824.092	2.913	0	251	220	0.439	0.573	821.183	2.942	0
1543	78	400	201	0.642	0.591	824.092	2.881	0	216	175	0.439	0.573	821.183	2.842	0
1563	79	383	199	0.641	0.590	830.627	2.930	0	217	172	0.439	0.573	818.825	2.825	0
1583	80	253	81	0.642	0.590	830.627	2.910	0	226	123	0.440	0.572	818.825	3.137	0
1603	81	261	71	0.641	0.590	830.627	3.033	0	252	80	0.439	0.572	818.825	3.101	0
1623	82	305	71	0.641	0.590	830.627	2.993	0	279	106	0.439	0.572	818.825	3.285	0
1643	83	299	123	0.642	0.590	830.627	2.941	0	230	66	0.439	0.572	818.825	3.231	0
1663	84	290	101	0.642	0.590	839.119	3.025	0	232	75	0.440	0.572	816.919	3.260	0
1683	85	323	164	0.643	0.590	839.119	3.282	0	233	155	0.440	0.572	816.919	3.184	0
1703	86	279	65	0.642	0.590	839.119	3.257	0	173	90	0.440	0.572	816.919	2.927	0
1723	87	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
1743	88	301	-3	0.643	0.590	839.119	3.183	0	190	101	0.440	0.572	816.919	3.129	0
1763	89	311	-40	0.644	0.589	840.236	3.156	0	198	104	0.441	0.571	817.977	3.035	0
1783	90	288	109	0.645	0.590	840.236	3.232	0	217	144	0.442	0.571	817.977	3.226	0
1802	91	279	46	0.644	0.590	840.236	2.989	0	208	124	0.441	0.571	817.977	3.020	0
1822	92	282	60	0.644	0.590	840.236	3.122	0	187	59	0.442	0.571	817.977	3.167	0
1842	93	269	59	0.645	0.590	840.236	3.162	0	265	64	0.442	0.571	817.977	3.072	0
1862	94	267	62	0.645	0.589	838.761	3.062	0	195	58	0.443	0.570	817.581	3.137	0
1882	95	227	-4	0.645	0.590	838.761	3.077	0	210	130	0.443	0.571	817.581	3.241	0
1902	96	160	62	0.645	0.590	838.761	3.005	0	202	189	0.442	0.571	817.581	3.139	0
1922	97	118	126	0.644	0.590	838.761	3.199	0	149	164	0.442	0.571	817.581	3.215	0
1942	98	104	126	0.644	0.590	838.761	3.021	0	93	53	0.442	0.571	817.581	3.052	0
1962	99	98	149	0.645	0.589	828.997	3.055	0	35	64	0.442	0.571	818.699	3.052	0
1982	100	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2002	101	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2022	102	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2042	103	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2062	104	-1280	-1024	0.644	0.589	-1.000	-1.000	4	-1280	-1024	0.442	0.571	-1.000	-1.000	4
2082	105	172	193	0.644	0.589	827.472	2.977	0	140	168	0.441	0.571	818.234	3.000	0
2101	106	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2121	107	342	525	0.640	0.593	827.472	3.130	0	326	762	0.439	0.574	818.234	3.441	0
2141	108	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2161	109	-1280	-1024	0.641	0.593	-1.000	-1.000	4	-1280	-1024	0.439	0.574	-1.000	-1.000	4
2181	110	333	626	0.641	0.593	839.182	3.210	0	331	635	0.439	0.574	828.251	3.202	0
2201	111	326	555	0.640	0.593	839.182	3.049	0	340	668	0.438	0.574	828.251	3.322	0
2221	112	378	741	0.640	0.593	839.182	3.345	0	347	643	0.438	0.574	828.251	3.243	0
2241	113	290	551	0.640	0.593	839.182	3.163	0	290	640	0.438	0.574	828.251	3.023	0
2261	114	297	621	0.641	0.594	830.510	3.120	0	274	648	0.439	0.575	829.617	3.053	0
2281	115	396	619	0.641	0.594	830.510	3.203	0	335	751	0.439	0.575	829.617	3.340	0
2301	116	360	566	0.641	0.594	830.510	3.362	0	308	662	0.438	0.575	829.617	3.241	0
2321	117	368	559	0.641	0.594	830.510	3.213	0	332	516	0.438	0.575	829.617	3.332	0
2341	118	419	454	0.639	0.594	830.510	3.021	0	423	614	0.437	0.575	829.617	3.231	0
2361	119	343	411	0.640	0.594	830.992	3.050	0	356	544	0.438	0.576	832.203	3.268	0
2381	120	450	477	0.640	0.595	830.992	2.954	0	425	761	0.438	0.576	832.203	3.524	0
2401	121	454	633	0.639	0.595	830.992	3.113	0	393	719	0.437	0.576	832.203	3.075	0
2420	122	483	507	0.640	0.595	830.992	2.865	0	408	719	0.438	0.576	832.203	3.321	0
2440	123	443	548	0.640	0.595	830.992	3.119	0	447	738	0.438	0.576	832.203	3.575	0
2460	124	450	601	0.642	0.595	830.687	3.038	0	472	712	0.440	0.576	835.482	3.429	0
2480	125	426	556	0.642	0.595	830.687	3.143	0	451	610	0.440	0.576	835.482	3.253	0
2500	126	402	657	0.642	0.595	830.687	3.361	0	474	654	0.440	0.576	835.482	3.386	0
2520	127	615	609	0.642	0.595	830.687	3.243	0	-1280	-1024	0.642	0.595	-1.000	-1.000	4
2540	128	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2560	129	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2580	130	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2600	131	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2620	132	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2640	133	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
2660	134	1014	451	0.645	0.596	830.687	3.571	0	-1280	-1024	0.645	0.596	-1.000	-1.000	4
