1	881	199	734	559
2	2276	259	258	549
3	2954	120	118	565
4	3831	100	202	557
5	4589	259	298	556
6	5426	120	106	548
7	5566	100	88	546
8	6164	100	123	160
9	6284	219	102	199
10	6523	279	76	226
11	6822	140	82	247
12	6981	219	252	222
13	7281	439	292	235
14	7939	159	49	573
15	9553	159	331	534
16	10510	120	458	777
17	11029	120	433	760
18	11607	100	266	557
19	11727	100	251	557
20	12006	100	331	545
21	12524	160	130	555
22	12923	160	78	547
23	13401	100	182	532
24	14478	140	85	549
25	16851	160	29	506
26	17130	259	33	535
27	18904	100	205	546
28	19203	179	94	557
29	20898	120	664	524
30	21237	100	703	558
31	22593	100	738	586
32	22712	219	727	581
33	23211	100	142	577
34	23390	180	107	567
35	23769	140	775	551
36	23948	139	765	561
37	24227	180	781	569
38	24746	219	80	243
39	24985	120	52	250
40	25184	379	287	223
41	26002	160	752	557
42	27497	100	112	227
43	27617	140	68	229
44	27796	199	274	232
45	28016	239	299	243
46	28275	120	281	242
47	28414	140	285	234
48	28594	159	298	240
49	28813	160	88	231
50	29232	379	64	242
51	29690	299	53	246
52	30069	100	278	236
53	30189	120	290	234
54	31565	100	677	568
55	31784	120	745	574
56	32202	100	767	561
57	32521	120	748	576
58	32661	180	752	600
59	33239	100	261	170
60	33518	119	296	229
61	33758	279	285	233
62	34077	259	65	222
63	34615	140	100	604
64	35991	100	114	624
65	36449	179	1134	119
66	36649	180	1197	126
67	37267	100	749	571
68	37685	140	751	570
69	37944	160	738	550
70	38204	120	726	566
71	38343	100	689	519
72	38762	219	113	564
73	39041	100	102	574
74	40197	140	168	544
75	42191	140	90	546
76	42570	100	103	568
77	43328	160	750	542
78	43507	100	740	529
79	43766	160	743	567
80	44165	160	751	552
81	44663	120	748	543
82	44823	160	746	565
83	45162	160	777	585
84	45720	120	128	579
85	46199	538	272	221
86	46757	120	274	221
87	47036	239	87	239
88	47295	279	62	238
89	47634	140	123	572
90	48013	159	121	593
91	48810	120	780	584
92	49508	100	755	646
93	50126	100	511	179
94	50246	239	501	195
95	50585	140	515	189
96	51622	100	527	198
97	51741	120	570	256
98	52618	199	276	238
99	52898	199	77	249
100	53217	758	86	255
101	54592	159	134	598
102	55509	100	148	568
103	59018	159	73	268
104	59198	239	58	250
105	60055	120	734	627
106	61431	140	763	615
107	61630	140	754	606
108	61810	259	764	602
109	63325	160	244	540
110	64362	100	766	721
111	64481	100	778	777
112	65339	219	260	527
113	66196	120	763	759
114	67831	239	768	651
115	68768	100	783	803
116	68987	100	751	597
117	70762	100	136	624
118	72057	180	241	244
119	72456	179	74	246
120	72656	199	65	227
121	72955	100	320	206
122	75068	100	130	661
123	75208	159	143	656
124	75626	139	146	656
125	76045	140	789	669
126	77999	100	111	582
127	78378	159	124	583
128	79175	180	83	585
129	79933	180	123	600
130	80730	140	122	649
131	81029	140	118	669
132	84359	100	145	658
133	84758	140	151	725
134	85156	160	158	713
135	85774	160	155	746
136	86113	100	114	777
137	86771	120	148	787
138	88506	100	128	905
139	98614	120	264	251
140	104157	120	51	261
141	104735	159	50	242
142	105911	120	157	583
143	108045	299	277	225
144	108384	897	84	245
145	109341	179	269	229
146	109560	100	260	247
147	110936	100	173	677
148	112929	239	177	900
149	115422	279	522	239
150	115721	100	516	233
151	115980	219	646	233
152	116538	100	499	210
153	116857	180	572	260
154	117455	100	132	266
155	117714	219	55	258
156	117993	140	254	238
157	118452	179	275	238
158	118651	479	86	245
159	119150	180	65	238
160	119349	2333	77	238
161	125410	120	176	933
162	126128	100	173	930
163	126248	239	161	920
164	127763	180	89	849
165	128560	140	387	841
166	130734	100	201	589
167	131551	100	95	574
168	133026	100	139	703
169	134940	159	135	697
170	138868	120	287	697
171	140004	100	221	688
172	141101	120	132	647
173	141340	100	124	618
174	142317	100	228	678
175	142696	120	164	634
176	144211	100	163	680
177	145447	140	184	692
178	146703	100	455	858
179	148578	100	446	695
180	148917	140	470	681
181	149614	120	484	703
182	152884	100	1019	642
183	153203	139	794	943
184	153562	120	780	753
185	154280	159	789	834
186	154898	179	789	884
187	156453	120	61	262
188	156592	439	60	259
189	157051	279	58	256
190	157350	299	65	262
191	157669	598	60	269
192	159304	120	145	713
193	160361	160	259	222
194	160879	100	294	248
195	161138	199	56	285
196	161358	120	62	289
197	161497	120	73	287
198	163032	179	75	289
199	163232	139	74	287
200	163391	359	63	284
201	164428	100	165	681
202	165225	100	156	905
203	168754	100	87	836
204	169273	279	66	304
205	169632	219	101	293
206	170030	179	259	276
207	170908	219	116	999
208	171546	199	300	930
209	171785	100	160	934
210	172004	100	165	937
211	172443	140	217	949
212	172602	199	205	947
213	173679	120	116	878
214	175752	199	195	903
215	176989	100	220	903
216	180059	100	244	582
217	182093	140	165	584
218	184326	139	761	687
219	184904	159	765	745
220	185542	120	770	832
221	186040	120	92	164
222	186240	120	66	304
223	186379	259	68	284
224	186678	100	321	265
225	186897	279	290	289
226	187197	120	278	279
227	187456	100	268	272
228	189749	160	761	564
229	190068	219	745	579
230	190446	100	742	551
231	190765	120	768	548
232	191523	120	747	745
233	192360	100	767	712
234	192639	120	309	237
235	193018	179	294	259
236	193736	179	778	763
237	194912	100	807	812
238	196009	179	808	798
239	196308	180	801	785
240	197205	100	786	983
241	197544	140	766	997
242	198242	100	115	225
243	198362	259	68	251
244	198720	199	81	268
245	198940	179	165	259
246	199199	279	294	279
247	200575	100	774	881
248	200714	100	768	858
249	200874	120	798	878
250	201372	100	804	880
251	201970	140	749	853
252	203107	199	79	841
253	203486	120	72	853
254	203824	140	87	806
255	204602	140	85	822
256	204762	179	98	811
257	206974	120	33	561
258	207593	159	80	597
259	207872	120	143	610
260	208869	200	136	735
261	209467	199	160	766
262	209846	140	167	817
263	211500	120	137	750
264	211859	140	134	237
265	212059	778	72	276
266	213275	160	99	278
267	213873	120	141	750
268	214571	159	116	731
269	215887	140	445	756
270	216684	160	466	755
271	216884	100	184	779
272	217342	100	417	802
273	218498	219	83	287
274	218738	199	77	271
275	218957	100	76	259
276	219356	160	270	250
277	220293	120	134	693
278	221449	100	135	651
279	221688	179	122	613
280	221988	140	138	597
281	222366	100	489	266
282	222486	120	492	256
283	223523	120	634	286
284	223722	120	570	332
285	224639	219	296	281
286	225337	100	487	258
287	225915	100	293	284
288	226035	120	288	275
289	227052	120	90	271
290	227191	139	54	266
291	227450	120	102	279
292	228427	160	163	795
293	229225	100	783	862
294	230202	100	755	685
295	231498	100	758	848
296	232215	100	800	851
297	232694	120	819	875
298	234468	100	825	862
299	236083	120	152	316
300	236303	499	89	269
301	236821	339	108	273
302	237200	100	257	246
303	237359	319	260	254
304	238874	160	90	267
305	239074	399	87	251
306	242224	120	822	907
307	246770	120	503	269
308	247109	100	645	291
309	247368	120	650	250
310	248066	120	641	268
311	248823	160	289	302
312	249162	180	73	286
313	249402	219	121	283
314	249760	120	315	248
315	250139	100	343	284
316	250359	120	183	250
317	250598	199	86	289
318	250837	160	104	289
319	251635	100	280	298
320	251754	120	292	285
321	252711	120	159	797
322	253489	139	175	773
323	253648	140	173	777
324	254426	140	106	833
325	254964	100	133	858
326	255323	100	770	818
327	257875	100	779	809
328	261304	179	641	281
329	262979	100	656	300
330	263158	140	635	289
331	263477	100	501	277
332	263757	100	498	268
333	263896	100	502	269
334	264654	180	486	252
335	264993	159	468	260
336	266269	100	521	276
337	267963	179	517	261
338	268342	120	491	260
339	271771	100	71	287
340	271951	219	457	265
341	272370	100	503	269
342	273745	120	287	219
343	274483	239	304	215
344	274742	120	318	209
345	274921	140	112	212
346	275280	120	64	222
347	275679	180	302	205
348	276078	140	113	617
349	277075	100	115	584
350	278052	120	288	230
351	278191	120	277	211
352	278391	100	60	213
353	280045	120	759	855
354	280305	120	721	840
355	281242	140	741	629
356	282857	100	746	806
357	284013	120	555	254
358	285369	100	311	215
359	289855	259	506	203
360	290194	100	503	199
361	290971	498	70	220
362	292028	578	96	226
363	293543	100	58	210
364	293663	219	92	198
365	294042	140	304	175
366	295158	120	493	203
367	295736	179	282	242
368	296334	239	82	238
369	296953	219	278	246
370	297411	120	606	270
371	298029	100	650	236
372	298388	140	644	243
373	299026	139	251	239
374	299185	100	273	227
375	300202	100	93	243
376	300382	100	132	216
377	300860	179	90	207
378	301060	179	78	198
379	301379	140	302	203
380	301558	120	303	202
381	301737	120	296	200
382	301997	120	492	201
383	302276	100	495	219
384	302734	140	478	271
385	303472	100	91	243
386	303592	219	82	236
387	303871	100	287	233
388	304389	219	270	236
389	304648	120	266	238
390	305825	140	264	225
391	305984	120	42	214
392	306124	379	62	220
393	306522	459	119	214
394	307001	159	61	237
395	307659	120	97	218
396	307799	239	138	212
397	308078	339	264	219
398	308456	299	75	222
399	309932	140	230	636
400	310988	199	63	223
401	311228	459	62	226
402	311706	100	54	218
403	312823	160	214	632
404	316112	100	187	735
405	316990	100	246	745
406	318306	100	452	796
407	319880	379	55	248
408	320279	120	92	214
409	320618	140	270	235
410	322034	239	94	223
411	323429	120	256	228
412	323589	199	56	226
413	325363	120	772	686
414	329152	100	796	779
415	330447	180	116	263
416	330647	199	71	258
417	331504	120	83	242
418	331943	140	805	854
419	332242	120	785	875
420	332401	159	787	879
421	338243	199	815	855
422	339140	100	781	863
423	339918	119	809	882
424	340217	120	801	889
425	340635	259	805	899
426	343227	139	82	240
427	343387	120	85	221
428	345121	160	555	284
429	346019	120	56	259
430	346298	180	313	269
431	346557	140	326	259
432	349886	239	802	909
433	350524	120	833	925
434	352100	120	145	929
435	354452	179	815	889
436	355070	100	803	889
437	355409	160	768	920
438	355808	179	837	935
439	356147	100	774	961
440	357822	339	267	225
441	358220	140	271	228
442	358679	100	661	222
443	359516	239	322	269
444	360015	120	94	274
445	360872	140	374	227
446	361271	120	741	926
447	361410	199	790	981
448	361630	100	787	963
449	362228	279	775	897
450	367850	100	824	910
451	368548	120	824	885
452	372256	120	107	263
453	376942	140	158	921
454	378038	120	301	290
455	379992	100	814	887
456	381507	100	810	935
457	381667	100	816	947
458	383960	100	344	281
459	384538	100	603	310
460	384757	120	619	279
461	385216	119	532	282
462	386093	100	111	269
463	387568	100	486	264
464	389522	179	156	933
465	389861	120	178	936
466	392513	100	104	271
467	394487	100	806	851
468	394786	100	820	888
469	395145	100	815	897
470	395683	100	830	891
471	395942	120	785	871
472	396241	120	793	868
473	401465	120	339	293
474	401604	120	327	294
475	401764	120	320	304
476	402003	139	326	238
477	402242	160	315	231
478	402442	100	313	225
479	402601	179	131	227
480	404116	100	196	914
481	406748	120	77	268
482	406888	319	92	242
483	407446	179	306	220
484	407645	120	346	242
485	408244	120	833	907
486	409121	100	834	884
487	409400	100	821	907
488	409739	120	833	928
489	413088	100	506	261
490	413886	120	126	228
491	414105	179	124	233
492	414384	279	340	240
493	415002	160	119	237
494	416697	160	294	902
495	417036	120	278	872
496	417833	120	89	820
497	418571	120	155	810
498	418970	139	122	771
499	422359	100	100	239
500	422519	120	105	290
501	423256	100	112	242
502	423396	199	284	240
503	423655	120	311	243
504	423815	199	300	236
505	424213	140	789	900
506	425410	139	776	817
507	426506	140	817	921
508	430892	140	806	875
509	431929	100	804	927
510	434541	100	280	867
511	435737	259	55	249
512	436535	120	593	196
513	438269	120	148	255
514	438449	100	222	275
515	439167	160	157	833
516	439765	140	160	669
517	443034	100	128	818
518	445965	179	242	232
519	446205	100	244	265
520	448517	160	481	216
521	449255	179	85	231
522	450052	100	296	250
523	454419	100	710	555
524	455137	140	752	596
525	455396	199	762	603
526	460280	179	94	229
527	460898	120	497	290
528	461138	239	78	260
529	462015	139	777	736
530	462414	100	776	600
531	463670	100	765	628
532	470269	100	551	302
533	474456	100	291	289
534	475054	100	479	251
535	476828	120	146	181
536	479062	140	218	546
537	479261	140	182	605
538	479719	100	180	626
539	482451	100	166	800
540	482870	120	164	765
541	483268	100	154	821
542	484843	179	129	853
543	485960	120	122	819
544	489469	100	259	261
545	489728	100	106	223
546	489848	100	96	223
547	489967	259	132	217
548	490246	319	133	220
549	492838	140	114	919
550	493656	219	266	196
551	494114	199	78	224
552	494334	199	111	221
553	494593	279	260	209
554	495510	139	812	847
555	495869	259	762	919
556	496228	100	766	910
557	496367	120	761	909
558	496846	239	728	900
559	497105	180	727	886
560	497583	100	795	930
561	497723	100	783	918
562	497843	179	804	942
563	498102	120	831	939
564	498241	179	837	925
565	499338	100	824	923
566	505379	120	786	862
567	509287	100	837	922
568	515487	140	265	208
569	515647	160	273	218
570	515946	120	467	166
571	516384	219	99	192
572	516823	100	251	213
573	517222	159	529	205
574	517421	180	519	205
575	518777	239	120	214
576	519096	100	288	225
577	520512	100	98	249
578	520631	120	62	257
579	522884	100	92	538
580	524997	160	696	503
581	527071	120	688	515
582	529862	119	709	547
583	532913	140	51	620
584	539233	200	92	243
585	540828	100	67	554
586	544736	100	881	566
587	547746	160	1067	141
588	547926	100	1071	133
589	548045	199	1087	77
590	548264	160	1059	95
